contig	ID	RCC01	RCC02	RCC03	RCC04	RCC05	RCC6	RCC07	RCC08	RCC09	RCC10	RCC11	RCC12	RCC13	RCC14	RCC15	RCC16	RCC17	RCC18	RCC19	RCC20	RCC21	RCC22	RCC23	RCC24
miR-6876-3p	miR-6876-3p	0	0	0	0	5	0	2	6	1	0	7	2	4	1	0	0	6	9	6	10	6	0	7	2
miR-8057-3p	miR-8057-3p	0	4	1	0	0	4	0	0	3	0	7	0	2	0	7	3	3	2	3	0	0	3	0	2
miR-654-5p	miR-654-5p	0	8	5	3	22	11	7	1	4	0	7	4	7	18	9	0	7	10	10	22	11	4	5	14
miR-3944-3p	miR-3944-3p	0	2	1	0	0	6	7	0	5	0	6	2	14	1	5	0	0	3	3	10	0	3	1	0
miR-3190-5p	miR-3190-5p	0	2	1	22	2	1	3	0	3	0	6	0	0	6	0	0	1	0	0	20	3	16	2	5
miR-3185-5p	miR-3185-5p	0	3	4	1	4	3	3	6	3	0	6	0	4	1	3	1	2	0	9	1	0	3	0	4
miR-509-3p	miR-509-3p	0	0	3	0	2	4	0	0	0	0	6	3	14	25	0	5	5	6	1	0	19	0	5	12
miR-5689-5p	miR-5689-5p	0	18	4	1	10	5	1	2	0	0	6	0	0	6	0	5	9	0	4	9	11	3	10	7
miR-3529-5p	miR-3529-5p	0	2	1	1	0	1	5	0	1	0	6	3	9	0	0	6	3	0	1	5	0	0	0	0
miR-4712-3p	miR-4712-3p	0	0	1	0	2	0	0	5	1	0	6	0	0	0	0	5	4	2	1	0	4	4	0	1
miR-4718-3p	miR-4718-3p	0	2	2	4	0	8	1	12	0	0	6	4	5	0	0	2	2	5	1	0	7	5	3	2
miR-489-5p	miR-489-5p	0	0	9	0	9	10	2	0	0	0	5	12	4	3	13	0	3	5	0	7	6	0	0	8
miR-6849-5p	miR-6849-5p	0	1	1	0	2	2	1	7	2	0	5	3	5	5	0	0	10	5	0	0	2	2	0	4
miR-7844-5p	miR-7844-5p	0	0	0	0	0	0	0	1	0	0	5	0	2	2	0	3	4	0	1	6	7	0	2	1
miR-3143-5p	miR-3143-5p	0	0	2	0	2	2	0	5	1	0	5	2	6	14	24	0	3	0	4	0	6	0	3	6
miR-6838-3p	miR-6838-3p	0	6	3	17	0	2	3	0	0	0	5	6	0	2	0	0	7	2	1	0	5	1	0	5
miR-11400-5p	miR-11400-5p	0	0	0	1	1	0	0	0	0	0	5	0	2	3	0	1	7	0	0	0	0	0	0	0
miR-4776-2-5p	miR-4776-2-5p	0	9	3	0	2	5	0	0	4	0	5	4	1	0	1	1	1	2	4	1	1	0	3	5
miR-3131-3p	miR-3131-3p	0	2	0	0	3	0	0	0	1	0	5	1	0	3	0	0	1	0	0	4	2	0	1	1
miR-6715b-5p	miR-6715b-5p	0	0	0	0	0	1	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0
miR-6816-3p	miR-6816-3p	0	7	0	2	9	2	0	6	5	0	5	0	5	2	10	0	4	0	0	0	0	1	6	6
miR-4519-3p	miR-4519-3p	0	0	0	0	0	0	1	0	1	0	5	0	0	2	0	0	0	3	2	0	0	1	1	2
miR-4764-5p	miR-4764-5p	0	0	0	0	0	2	0	4	2	0	5	0	0	2	0	2	4	5	0	0	0	0	1	0
miR-379-3p	miR-379-3p	0	2	1	0	8.5	9	3	4	0	0	5	0	12	27.5	0	0	0	6	6	10	6.5	0	0	20
miR-4701-3p	miR-4701-3p	0	0	2	0	0	0	0	0	2	0	5	0	0	3	0	0	0	9	0	11	4	1	0	0
miR-6077-3p	miR-6077-3p	0	1	0	0	1	3	0	0	0	0	4	1	3	2	0	0	0	1	0	0	0	0	5	5
miR-208a-3p	miR-208a-3p	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	5
miR-548ac-3p	miR-548ac-3p	0	0	2	0	0	0	0	0	7	0	4	0	0	3	0	2	4	0	0	0	0	0	0	5
miR-548ab-5p	miR-548ab-5p	0	0	2	0	2.5	0	0	9	0	0	4	5	0	0	0	0	2.5	0	0	0	1	0	1.5	7
miR-4471-3p	miR-4471-3p	0	4	0	0	1	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	3	0	0	0
miR-2909-5p	miR-2909-5p	0	0	0	0	3	6	0	7	1	0	4	5	0	0	0	0	6	1	11	1	0	1	0	0
miR-492-3p	miR-492-3p	0	4	0	0	0	6	0	2	6	0	4	0	1	2	0	2	2	0	1	0	0	0	0	0
miR-376b-5p	miR-376b-5p	0	0	1	0	0	1	1	0	0	0	4	0	4	3	0	0	1	0	0	0	0	0	0	0
miR-3670-4-3p	miR-3670-4-3p	0	0	0	0	2	1	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-8074-3p	miR-8074-3p	0	6	5	1	2	3	4	10	0	0	4	0	0	0	0	0	1	3	2	0	0	0	0	5
miR-6827-5p	miR-6827-5p	0	3	0	0	0	1	0	1	2	0	4	5	6	0	0	0	0	2	3	0	3	0	0	8
miR-3085-3p	miR-3085-3p	0	1	0	0	11	0	3	3	0	0	4	3	8	3	0	2	3	0	0	0	0	0	0	26
miR-6859-4-5p	miR-6859-4-5p	0	0	2	0	0	2	0	0	5	0	4	2	0	4	0	1	0	1	0	0	4	0	0	4
miR-548w-3p	miR-548w-3p	0	3	0	0	0	0	2	0	0	0	4	0	7	2	9	0	0	0	5	9	0	1	2	1.166666667
miR-297-5p	miR-297-5p	0	2	0	0	4	0	0	0	0	0	4	0	0	0	0	0	3	1	3	0	0	0	0	6
miR-623-5p	miR-623-5p	0	1	0	0	0	1	0	1	0	0	4	0	6	1	0	0	0	0	0	0	0	0	2	0
miR-516b-2-5p	miR-516b-2-5p	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0
miR-6876-5p	miR-6876-5p	0	3	1	0	1	0	0	11	0	0	4	1	0	3	0	0	7	0	1	0	0	6	3	3
miR-1914-3p	miR-1914-3p	0	9	8	18	3	4	0	11	1	0	4	0	4	0	0	4	2	1	0	1	3	0	0	2
miR-3139-5p	miR-3139-5p	0	0	0	0	1	2	1	0	0	0	4	0	0	3	0	4	3	2	4	2	0	0	0	0
miR-492-5p	miR-492-5p	0	0	0	0	3	0	2	0	1	0	4	0	0	0	0	3	3	5	0	0	1	0	7	4
miR-3686-3p	miR-3686-3p	0	6	1	0	0	5	0	9	7	0	4	3	8	0	3	1	9	0	2	9	3	3	1	1
miR-6807-5p	miR-6807-5p	0	0	2	0	10	1	0	1	0	0	4	2	1	1	4	2	4	9	2	5	5	5	0	2
miR-4669-5p	miR-4669-5p	0	6	0	0	0	0	0	0	0	0	4	2	1	0	0	0	2	0	0	0	0	2	1	1
miR-96-3p	miR-96-3p	0	0	5	0	2	15	0	2	1	0	4	2	4	0	0	8	13	0	0	0	7	2	0	1
miR-6867-5p	miR-6867-5p	0	0	1	0	10	7	1	0	7	0	4	1	7	5	11	3	0	0	1	2	2	5	5	1
miR-612-3p	miR-612-3p	0	9	1	0	0	1	0	1	0	0	4	0	0	1	0	0	1	0	5	10	0	7	0	1
miR-6839-3p	miR-6839-3p	0	0	0	0	2	8	3	10	0	0	4	0	0	1	0	2	2	7	0	0	2	0	2	0
miR-6887-3p	miR-6887-3p	0	0	0	0	2	5	0	0	0	0	4	2	0	0	2	0	1	6	0	0	0	2	0	3
miR-527-3p	miR-527-3p	0	0	0	0	1	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0
miR-3186-3p	miR-3186-3p	0	1	1	0	6	3	2	3	1	0	3	2	5	2	0	0	4	0	5	6	0	0	3	0
miR-449a-3p	miR-449a-3p	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0
miR-551a-5p	miR-551a-5p	0	7	0	0	1	0	4	9	1	0	3	1	3	2	0	2	2	0	2	2	8	3	1	0
miR-3180-3-3p	miR-3180-3-3p	0	0	1	0	0	0	3	3	19	0	3	6	4	2.5	0	3	1	3	0	4	3	2	1	9
miR-4804-3p	miR-4804-3p	0	1	6	0	3	6	0	0	0	0	3	0	1	2	0	0	1	0	4	0	0	4	0	0
miR-1302-11-3p	miR-1302-11-3p	0	0	0	2	9	3	0	0	0	0	3	4	0	1	0	0	3	0	0	5	0	0	0	3
miR-632-5p	miR-632-5p	0	0	1	0	1	2	3	0	0	0	3	4	6	0	0	0	1	0	1	2	0	0	0	0
miR-1193-5p	miR-1193-5p	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	1	0	0	0	0	0	3	0
miR-3180-5-5p	miR-3180-5-5p	0	0	0	1	3	1	0	2	0	0	3	0	0	2.5	0	1	0	0	1	1	3	0	0	0
miR-451b-3p	miR-451b-3p	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1
miR-4684-5p	miR-4684-5p	0	3	1	0	3	10	0	0	0	0	3	0	2	4	0	0	4	6	4	0	10	0	3	2
miR-3201-5p	miR-3201-5p	0	6	1	0	0	5	1	2	9	0	3	3	0	4	0	4	3	1	0	11	2	1	9	12
miR-4292-3p	miR-4292-3p	0	0	1	0	1	5	1	1	1	0	3	1	0	3	1	0	1	0	4	0	0	0	1	1
miR-4429-3p	miR-4429-3p	0	2	1	0	0	2	0	0	0	0	3	0	1	0	0	0	0	0	1	3	0	0	1	3
miR-6508-5p	miR-6508-5p	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	0	3	0	0	0	0	1	0	5
miR-635-5p	miR-635-5p	0	0	3	0	1	3	0	0	4	0	3	3	9	1	0	0	0	0	4	0	0	0	0	6
miR-573-3p	miR-573-3p	0	1	0	0	9	2	5	0	0	0	3	4	1	1	0	1	0	0	1	0	3	0	0	0
miR-378j-5p	miR-378j-5p	0	15	1	0	6	5	0	5	10	0	3	8	6	2	18	12	26	10	1	0	9	13	3	10
miR-6859-4-3p	miR-6859-4-3p	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	3	0	1	0	3	1
miR-888-3p	miR-888-3p	0	3	2	0	0	1	2	2	0	0	3	0	0	0	0	0	0	0	3	7	0	0	0	7
miR-3618-5p	miR-3618-5p	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	1	0	0	0	4	0	1	2
miR-888-5p	miR-888-5p	0	0	0	0	0	2	0	0	0	0	3	0	0	16	0	0	0	12	0	0	6	2	11	38
miR-7978	miR-7978	0	0	0	0	2	5	0	0	0	0	3	1	3	2	0	0	0	0	7	0	0	0	4	0
miR-4798-5p	miR-4798-5p	0	3	0	0	0	5	5	0	2	0	3	0	0	2	0	0	3	3	9	5	0	1	4	3
miR-5571-3p	miR-5571-3p	0	2	0	0	1	18	1	2	1	0	3	8	0	5	3	2	0	29	1	0	0	2	2	11
miR-510-5p	miR-510-5p	0	1	1	9	0	0	0	0	0	0	3	0	0	18	0	3	4	6	0	0	5	0	4	12
miR-6788-5p	miR-6788-5p	0	2	2	0	3	3	4	7	10	0	3	5	0	7	0	1	0	3	2	2	1	10	1	3
miR-1269b-3p	miR-1269b-3p	0	2	0	4	0	0	2	0	2	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1
miR-6759-5p	miR-6759-5p	0	4	1	0	0	6	2	3	4	0	3	0	0	1	0	0	5	0	0	0	7	0	2	2
miR-4304-5p	miR-4304-5p	0	0	0	0	0	4	0	1	0	0	3	0	0	1	0	0	2	4	0	0	1	0	2	0
miR-4663-5p	miR-4663-5p	0	2	0	0	4	6	0	4	0	0	3	1	2	1	0	0	1	0	0	0	0	0	0	1
miR-640-3p	miR-640-3p	0	2	1	0	2	4	0	0	7	0	3	12	4	0	0	4	2	2	0	0	4	1	2	3
miR-4665-3p	miR-4665-3p	0	0	1	0	2	4	1	1	1	0	3	0	2	1	0	0	5	5	0	0	4	1	0	3
miR-6798-5p	miR-6798-5p	0	0	3	0	2	3	8	14	4	0	3	0	0	2	8	0	4	10	0	0	0	1	3	3
miR-3646-5p	miR-3646-5p	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	2
miR-1269b-5p	miR-1269b-5p	0	27	2	0	0	1	6	3	0	0	3	3	4	0	4	69	3	2	0	7	5	2	3	2
miR-6716-5p	miR-6716-5p	0	1	1	0	3	0	4	2	8	0	3	4	3	4	5	0	8	3	0	5	6	4	2	1
miR-612-5p	miR-612-5p	0	0	0	10	7	3.333333333	0	0	3	0	3	0	0	1	2	0	3	10	1	1	0	0	1	2
miR-891a-3p	miR-891a-3p	0	11	1	0	7	0	0	2	0	0	3	0	0	3	0	0	6	0	0	0	0	0	1	3
miR-1825-3p	miR-1825-3p	0	0	1	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-7977-3p	miR-7977-3p	0	0	0	0	0	2	2	0	0	0	3	0	7	2	0	0	4	0	0	0	1	0	0	4
miR-4637-3p	miR-4637-3p	0	0	2	0	6	0	5	0	0	0	3	0	0	1	0	0	0	2	2	1	2	0	0	0
miR-6127-5p	miR-6127-5p	0	2	1	0	3	2	2	0	1	0	3	2	1	2	3	0	2	0	0	12	5	0	0	2
miR-4706-5p	miR-4706-5p	0	1	0	0	0	4	2	0	1	0	3	0	0	6	1	0	1	0	0	0	1	0	1	3
miR-5587-5p	miR-5587-5p	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	5	1	0	0	0	0	0	5
miR-4540-5p	miR-4540-5p	0	0	0	0	1	5	0	0	0	0	2	0	1	0	0	0	3	2	0	0	0	1	0	2
miR-3621-3p	miR-3621-3p	0	0	0	0	1	3	0	0	0	0	2	0	0	1	7	10.5	3	0	1	4	0	4	1	0
miR-4779-3p	miR-4779-3p	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	1	3	0	0	0	0	0	2
miR-3660-5p	miR-3660-5p	0	1	0	0	2	6	2	0	0	0	2	3	9	2	0	3	1	6	2	0	1	6	2	1
miR-3926-1-3p	miR-3926-1-3p	0	0	2	0	1	2	0	0	0	0	2	0	2	0	0	3	0	0	1	0	0	0	0	4
miR-490-5p	miR-490-5p	0	0	0	0	4	3	3	1	0	0	2	0	0	0	0	1	5	4	0	2	0	1	0	1
miR-216b-5p	miR-216b-5p	0	1	10	0	4	6	1	1	0	0	2	2	0	65	10	0	10	13	3	0	2	3	4	381
miR-4645-5p	miR-4645-5p	0	1	0	0	1	0	0	0	0	0	2	4	0	3	0	0	3	0	0	0	0	0	0	1
miR-1244-4-3p	miR-1244-4-3p	0	5	3	0	0	1	0	0	0	0	2	2	0	0	1	5	0	2	0	0	0	0	1	0
miR-4536-5p	miR-4536-5p	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
miR-1252-5p	miR-1252-5p	0	0	0	0	0	3	3	5	3	0	2	0	3	2	0	6	7	0	3	8	10	1	3	0
miR-1197	miR-1197	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
miR-448-3p	miR-448-3p	0	6	1	0	2	0	0	0	4	0	2	2	0	0	3	0	2	0	0	0	4	1	0	2
miR-3681-5p	miR-3681-5p	0	0	0	0	2	3	0	0	0	0	2	3	0	0	0	2	1	0	0	0	11	0	1	0
miR-5581-3p	miR-5581-3p	0	0	6	0	0	5	5	0	0	0	2	4	3	1	0	0	0	4	10	0	1	2	1	0
miR-550b-2-3p	miR-550b-2-3p	0	4	1	0	1	3	0	0	0	0	2	1	0	0	0	0	1	3	0	3	0	0	1	1
miR-10527-3p	miR-10527-3p	0	0	0	0	1	1	0	0	0	0	2	0	4	2	0	0	0	4	0	0	3	0	0	1
miR-1470-5p	miR-1470-5p	0	0	4	0	2	0	0	0	0	0	2	0	0	0	9	0	0	0	0	10	5	0	0	1
miR-4528-3p	miR-4528-3p	0	0	0	0	3	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	2	0	0
miR-5196-5p	miR-5196-5p	0	3	1	0	1	12	0	2	3	0	2	1	3	1	0	2	8	0	0	4	7	9	5	3
miR-133a-5p	miR-133a-5p	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	5
miR-4499-5p	miR-4499-5p	0	0	1	0	0	1	3	0	0	0	2	4	1	0	0	1	2	2	1	7	3	0	0	0
miR-4490-5p	miR-4490-5p	0	0	0	0	0	6	0	0	0	0	2	0	4	0	0	5	2	1	0	0	0	0	0	1
miR-4670-5p	miR-4670-5p	0	0	0	1	0	2	1	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0
miR-5683-5p	miR-5683-5p	0	6	1	0	1	2	1	4	5	0	2	0	7	8	3	0	0	9	2	2	1	3	6	15
miR-4708-3p	miR-4708-3p	0	1	0	0	3	3	0	0	2	0	2	0	0	1	0	8	4	0	6	0	1	0	1	1
miR-4443-3p	miR-4443-3p	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	4	2	0	0	0	4	0	0	0
miR-4723-5p	miR-4723-5p	0	0	0	0	0	1	0	0	3	0	2	0	0	2	0	0	3	3	0	5	0	0	0	0
miR-346	miR-346	0	0	1	0	0	4	0	0	4	0	2	1	0	6	0	0	1	0	2	0	1	0	0	2
miR-3152-3p	miR-3152-3p	0	5	0	0	0	6	1	1	0	0	2	2	0	1	8	1	0	1	1	12	0	2	1	0
miR-4420-3p	miR-4420-3p	0	4	1	0	0	16	2	0	0	0	2	5	0	2	9	0	1	0	1	0	1	9	1	8
miR-8060-5p	miR-8060-5p	0	2	0	0	0	2	0	0	0	0	2	2	2	1	0	0	0	0	2	0	2	0	1	3
miR-1255b-2-5p	miR-1255b-2-5p	0	0	0	0	0	1	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	1	0	0
miR-764-3p	miR-764-3p	0	7	1	0	7	1	2	0	1	0	2	3	0	4	0	2	1	3	0	0	20	1	0	6
miR-581-3p	miR-581-3p	0	0	1	1	1	6	0	0	0	0	2	0	2	0	0	0	1	16	0	7	0	4	6	1
miR-4790-5p	miR-4790-5p	0	0	1	0	1	1	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0
miR-548n	miR-548n	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	2	0	0	0	0	4
miR-5682-3p	miR-5682-3p	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	5	0	3	3	0	0	0	1
miR-940-5p	miR-940-5p	0	10	3	7	1	3.5	5	7	11	0	2	1	0	0	0	0	2	5	3	1	0	3	3	0
miR-133a-2-5p	miR-133a-2-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0
miR-4493-3p	miR-4493-3p	0	0	0	0	0	0	1	0	1	0	2	0	1	0	4	4	0	0	0	0	0	1	0	0
miR-325-3p	miR-325-3p	0	3	1	0	0	2	0	0	0	0	2	0	1	2	6	8	0	1	5	0	1	0	0	4
miR-6882-3p	miR-6882-3p	0	0	0	0	0	1	2	0	0	0	2	1	1	0	3	0	4	2	1	7	5	0	0	0
miR-4690-3p	miR-4690-3p	0	2	4	0	7	0	1	0	0	0	2	0	5	1	0	1	7	3	3	1	1	3	0	0
miR-3166-3p	miR-3166-3p	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	5	0	0	0	2	0	0	1
miR-6762-5p	miR-6762-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	2	0	0	1	7
miR-518b-5p	miR-518b-5p	0	2	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-4752-3p	miR-4752-3p	0	0	3	0	0	6	0	0	1	0	2	0	0	0	0	1	0	0	2	8	0	0	1	2
miR-621-3p	miR-621-3p	0	0	1	0	0	1	0	3	1	0	2	0	1	0	0	0	0	2	1	0	0	0	1	3
miR-373-5p	miR-373-5p	0	0	3	1	0	1	3	8	0	0	2	1	0	1	0	2	4	0	0	0	7	0	2	1
miR-12117-3p	miR-12117-3p	0	0	0	0	0	2	5	0	0	0	2	0	0	0	3	0	0	2	0	0	0	0	1	4
miR-4325-3p	miR-4325-3p	0	0	0	3	0	9	5	6	10	0	2	0	4	5	9	7	1	0	0	0	4	0	1	4
miR-4675-5p	miR-4675-5p	0	0	4	0	3	0	4	0	0	0	2	5	0	0	2	0	1	0	0	0	2	0	0	3
miR-6870-3p	miR-6870-3p	0	7	0	1	0	2	0	0	0	0	2	0	2	0	0	0	0	3	2	0	4	0	0	2
miR-5094-3p	miR-5094-3p	0	0	0	0	0	1	0	0	0	0	2	2	7	0	0	0	0	6	0	0	0	0	1	2
miR-670-5p	miR-670-5p	0	7	0	0	5	3	7	0	0	0	2	3	2	1	0	4	4	2	10	3	0	3	2	5
miR-4251-5p	miR-4251-5p	0	1	0	0	2	3	1	0	4	0	2	0	0	1	5	0	0	2	3	4	0	0	2	4
miR-525-3p	miR-525-3p	0	6	0	0	1	2	1	9	2	0	2	5	11	3	1	5	12	2	4	0	5	3	0	2
miR-5683-3p	miR-5683-3p	0	6	0	0	0	1	0	0	3	0	2	0	0	0	6	1	0	0	0	0	3	0	0	3
miR-6863-5p	miR-6863-5p	0	3	0	0	0	0	0	0	2	0	2	0	0	3	0	0	1	0	0	0	0	0	0	3
miR-5739-3p	miR-5739-3p	0	8	1	0	1	5	4	1	0	0	2	1	2	0	0	3	0	0	2	6	0	1	1	0
miR-4425-5p	miR-4425-5p	0	2	0	0	11	3	0	2	5	0	2	0	0	2	0	1	2	5	2	0	0	0	0	6
miR-3935-5p	miR-3935-5p	0	1	0	0	1	0	0	1	2	0	2	7	10	0	0	0	8	0	2	0	0	5	4	13
miR-1289-2-5p	miR-1289-2-5p	0	0	0	0	0	3	1	0	3	0	2	0	0	4	6	0	0	0	2	0	0	0	0	1
miR-6886-3p	miR-6886-3p	0	1	3	0	0	2	0	9	15	0	2	6	1	1	7	6	0	0	0	2	2	3	1	1
miR-4799-3p	miR-4799-3p	0	0	0	0	1	2	0	0	0	0	2	0	1	2	0	0	3	3	0	0	0	0	1	0
miR-302f-3p	miR-302f-3p	0	0	1	0	0	2	0	0	0	0	2	0	4	0	1	0	5	0	1	1	2	0	6	2
miR-519a-2-5p	miR-519a-2-5p	0	1	0	0	0	3	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0
miR-4708-5p	miR-4708-5p	0	1	0	0	0	0	2	0	0	0	2	0	0	1	0	0	1	0	4	0	0	1	0	0
miR-1255a	miR-1255a	0	0	0	0	0	1	0	0	0	0	2	0	0	4	0	3	0	0	0	0	2	0	2	0
miR-4747-5p	miR-4747-5p	0	0	0	9	0	1	0	4	1	0	2	0	0	1	0	1	0	3	0	4	2	3	0	4
miR-5088-5p	miR-5088-5p	0	1	0	0	1	2	5	0	0	0	2	0	0	1	1	4	4	2	2	0	1	0	0	5.666666667
miR-3145-3p	miR-3145-3p	0	2	2	0	6	0	14	0	2	0	2	0	3	5	7	7	16	9	2	3	9	8	1	15
miR-517a-5p	miR-517a-5p	0	0	0	0	0	2	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
miR-184	miR-184	0	0	0	0	0	0	5	4	0	0	2	13	0	21	0	0	0	33	1	0	15	0	8	74
miR-592-3p	miR-592-3p	0	0	1	0	2	1	3	0	0	0	2	0	3	4	0	0	0	5	5	0	0	0	5	0
miR-4303-5p	miR-4303-5p	0	0	0	0	2	1	0	5	0	0	2	2	0	0	0	0	5	2	4	1	1	0	0	2
miR-518a-2-5p	miR-518a-2-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
miR-3943-5p	miR-3943-5p	0	3	1	0	1	0	6	0	0	0	2	0	0	1	1	0	4	2	1	0	4	0	1	0
miR-7706-5p	miR-7706-5p	0	0	2	0	0	0	5	0	6	0	2	3	0	1	9	6	2	7	3	15.5	11	3	1	1
miR-503-3p	miR-503-3p	0	1	0	0	0	2	3	2	6	0	2	14	4	0	9	0	4	7	0	0	10	2	1	0
miR-5193-3p	miR-5193-3p	0	0	1	1	1	3	2	0	0	0	2	2	5	10	6	0	7	0	3	0	1	2	0	5
miR-2278-3p	miR-2278-3p	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	1	3	2	0	0	0	2	1
miR-298-5p	miR-298-5p	0	1	0	1	0	0	0	5	0	0	2	1	3	0	0	0	4	1	0	0	0	0	0	0
miR-206-3p	miR-206-3p	0	7	0	381	8	0	0	3	3	0	2	0	1	22	0	0	1	6	0	4	3	6	0	9
miR-5192-3p	miR-5192-3p	0	0	1	0	0	3	6	0	1	0	1	0	5	2	0	7	10	0	0	0	0	2	0	3
miR-4771-2-3p	miR-4771-2-3p	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-448-5p	miR-448-5p	0	2	1	0	0	0	4	0	0	0	1	0	2	6	0	4	9	0	0	3	0	0	0	0
miR-3683-3p	miR-3683-3p	0	0	8	0	3	1	1	5	0	0	1	0	0	1	0	0	4	0	0	0	3	0	0	6
miR-4749-5p	miR-4749-5p	0	0	0	0	2	2	3	0	4	0	1	0	1	1	0	0	5	0	0	0	3	0	0	1
miR-4278-3p	miR-4278-3p	0	1	0	0	0	3	0	4	1	0	1	0	0	1	0	0	5	4	6	4	0	0	0	1
miR-138-1-3p	miR-138-1-3p	0	0	0	0	0	5	2	0	0	0	1	0	0	1	7	0	0	4	0	5	1	0	1	23
miR-5093-3p	miR-5093-3p	0	3	1	0	0	2	2	2	1	0	1	1	5	4	9	2	10	1	4	7	4	4	5	5
miR-4710-3p	miR-4710-3p	0	0	5	13	10	8	1	0	0	0	1	1	2	1	0	0	0	2	2	0	6	3	4	0
miR-5589-5p	miR-5589-5p	0	1	2	0	0	0.5	0	0	0	0	1	0	0	0	0	0	6	1	0	0	6	3	1	0
miR-4697-5p	miR-4697-5p	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
miR-103b-2-3p	miR-103b-2-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	5	6	0	0	0	0
miR-5007-5p	miR-5007-5p	0	2	0	0	2	0	0	0	0	0	1	6	0	0	7	2	0	0	0	0	0	0	0	0
miR-3193-3p	miR-3193-3p	0	0	2	1	0	8	4	0	4	0	1	0	0	1	0	0	0	0	1	0	0	1	1	1
miR-522-3p	miR-522-3p	0	0	0	0	7	4	0	0	0	0	1	2	0	2	0	0	3	2	1	4.5	0	4	0	2
miR-10396a-3p	miR-10396a-3p	0	1	0	0	0	1	0	0	9.5	0	1	0	0	0	0	0	0	0	0	7	1	1	4	0
miR-526a-1-3p	miR-526a-1-3p	0	0	1	0	0	9	6	3	8	0	1	2	0	0	0	4	2	0	0	0	2	1	1	0
miR-34b-5p	miR-34b-5p	0	0	1	0	19	6	4	0	0	0	1	0	1	4	0	0	1	0	2	0	1	1	3	10
miR-4744-5p	miR-4744-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	3	0	0	1	0	0	4
miR-635-3p	miR-635-3p	0	1	2	0	0	3	0	1	0	0	1	2	0	0	0	1	2	3	0	4	0	0	1	0
miR-605-5p	miR-605-5p	0	0	0	0	3	0	0	2	0	0	1	2	0	0	0	0	1	2	4	0	13	0	0	3
miR-3659-5p	miR-3659-5p	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
miR-7847-5p	miR-7847-5p	0	4	1	0	4	2	4	0	0	0	1	4	10	0	0	1	0	2	0	4	10	2	5	0
miR-3674-5p	miR-3674-5p	0	0	0	0	3	3	1	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	0	0
